Desease,Diagnosa,Link,embedding
aids,improving the contribution of mathematical modelling evidence to guidelines and policy: experiences from tuberculosis. ,https://pubmed.ncbi.nlm.nih.gov/39126857/,"[-2.29789107e-03  3.69868730e-03 -4.12191061e-04  1.79100980e-03
  2.40681530e-03 -3.99617618e-03 -8.21407535e-04  5.64188370e-03
 -3.51610663e-03 -7.91127211e-04 -1.43653445e-03 -2.29458488e-03
  8.81335407e-04  1.73643208e-03 -3.89915192e-04 -2.74998834e-03
  4.94145649e-03  3.39751455e-06 -2.65016017e-04 -5.30929957e-03
  5.09135949e-04 -2.35150001e-04  1.54957525e-03 -6.22429507e-05
  4.33802465e-03  1.20936416e-03 -2.38739280e-03  1.82033295e-03
 -2.03053607e-03  1.14545110e-03  5.92446188e-03 -2.81820307e-04
  2.82958709e-03 -3.28544271e-03 -4.32190689e-04 -9.24398846e-05
  1.21635087e-04 -2.80242297e-03 -3.26916808e-04 -2.01813155e-03
  2.10675946e-03 -3.38464335e-04 -1.53705420e-03  9.25038650e-04
  1.28295028e-03 -2.63349921e-03  4.07355314e-04  3.31296818e-04
  8.04881856e-04  9.70953493e-04  1.10529573e-03 -3.27097927e-03
 -2.55716965e-03  1.77583285e-03  3.50199320e-04 -8.07951961e-04
  7.32007786e-04 -1.02433388e-03 -4.51628817e-03 -7.26621192e-06
  8.29914061e-04 -1.25222141e-04  1.28143595e-03  1.36352389e-03
 -3.94092826e-03  1.80510909e-03  1.39088102e-03  2.17362749e-03
 -3.50315386e-04  4.00913460e-03  7.11291854e-04  4.01747460e-03
  4.77376813e-03 -1.37732818e-03  2.58075283e-03  1.25801377e-03
 -1.54102949e-04  1.39029941e-03  2.04754318e-03  2.42262016e-04
 -2.91667017e-03 -5.71437587e-04 -6.75976160e-04  4.23225434e-03
  2.00797431e-03 -2.94700800e-03  3.83327104e-04  1.35355629e-03
  2.09520338e-03  1.79772952e-03 -5.30176854e-04 -1.20690325e-04
  2.66018021e-03 -9.76101146e-05  2.82527460e-03  8.32811056e-04
  9.06563728e-05 -1.31474889e-03  2.09332653e-03 -9.67964123e-04]"
aids,enhanced pm2.5 estimation across china: an aod-independent two-stage approach incorporating improved spatiotemporal heterogeneity representations.,https://pubmed.ncbi.nlm.nih.gov/39126840/,"[-1.4880534e-03  5.9636245e-06  5.0374372e-03 -1.2013854e-03
 -2.7883674e-03 -1.8884290e-04 -2.3061875e-04 -5.8261940e-04
  2.4277233e-03  1.5316558e-03 -1.7245131e-03 -1.3108253e-03
 -1.9720518e-03  9.7008341e-04  1.9151747e-03  6.4095110e-04
 -2.1043134e-05 -2.9352820e-04  3.1601992e-03 -4.9347081e-04
  4.0179519e-05 -2.0550624e-03  1.2471076e-03  1.3011647e-04
  4.5455606e-03 -7.3662598e-04 -8.5779495e-04 -3.1395366e-03
 -2.1648095e-03  2.4568245e-03  2.4284986e-03 -9.3759579e-04
  2.7207660e-03  5.8511365e-04  1.7658413e-03  2.2979386e-06
 -1.6350196e-03 -2.2950980e-03  6.7806552e-04  1.8301661e-03
  8.6756458e-04  5.6717556e-04 -1.6724570e-03 -4.7196925e-05
  1.6516345e-03  2.9411849e-03  3.1839334e-04 -3.1766351e-03
  2.2343859e-04  1.7973707e-03  1.0561098e-03  1.1145073e-03
 -5.6184194e-04 -1.6018341e-03 -8.8128034e-04  1.1712826e-03
 -1.2134651e-03  2.7067249e-03  1.9564384e-04 -1.3288843e-05
 -1.3689419e-03  2.5587638e-03  5.4351799e-04  1.8041447e-03
 -2.2321499e-03  1.0652944e-03  1.3264903e-03 -1.3162877e-03
  1.0791436e-03  2.7434465e-03  2.6349905e-03 -2.2198858e-03
  1.6253050e-03 -2.5118901e-03 -1.2641137e-03  2.6001334e-03
 -1.5748346e-03  5.1225792e-04 -1.3541948e-03  2.0356046e-03
 -3.4618161e-03 -3.1128293e-04  1.5416251e-03  3.5322664e-04
 -9.3481335e-04 -1.5381295e-03  9.5560320e-04 -6.3747534e-04
  1.9018308e-03  3.4579567e-05 -3.2365925e-03 -2.2435312e-03
  1.4599543e-03 -8.3340431e-04  1.6201797e-04  3.3778814e-03
  4.5501819e-04 -1.0651092e-03  1.8419151e-04 -1.2529965e-03]"
aids,real talk: conversations on hiv with black heterosexual men in healthcare settings.                 ,https://pubmed.ncbi.nlm.nih.gov/39126616/,"[-1.28810806e-03  2.25416711e-03  1.26722176e-03  1.78277947e-03
 -2.59778998e-03 -5.38562844e-03  4.43941029e-03  4.22656955e-03
 -5.82846068e-03 -3.37042497e-03 -1.08239509e-03 -3.97683773e-03
 -8.78777762e-04 -6.82793558e-04 -2.52856291e-04 -1.89768011e-03
  2.18565739e-03 -1.49066094e-03  8.56103507e-05 -4.37216740e-03
 -5.56221290e-04  3.17187980e-03  1.57945079e-03 -1.84222113e-03
 -2.30122078e-03  1.11669535e-03 -2.38442607e-03 -3.72002157e-03
 -5.62974438e-03  2.43734801e-03  2.23105168e-03  1.82997587e-03
  2.23104004e-03 -5.71273267e-03 -1.76852383e-03  4.10008291e-03
 -1.51959818e-03 -1.65819132e-03 -4.30506276e-04 -5.41504426e-03
  2.77633406e-03 -1.99527340e-03 -3.04613612e-03  1.01182272e-03
  3.71377659e-03 -2.54801637e-03 -5.04062651e-03  7.14251539e-04
  2.70436727e-03  2.18831957e-03  7.66103796e-04 -3.64490575e-03
 -2.71342671e-03 -1.29623432e-03 -2.44565657e-03 -1.00689055e-03
  5.76500839e-04 -1.02085294e-04 -2.44372198e-03  2.15599386e-04
 -4.55064786e-04 -7.31543230e-04 -4.20971774e-05 -1.95371031e-04
 -6.13102736e-03  3.45906499e-03 -3.55159468e-03  1.04398653e-03
 -5.54963900e-03 -9.05575987e-04  1.53357384e-03  4.45567165e-03
  5.10410219e-03  5.53182792e-04  1.49548706e-03  2.65776739e-03
  2.47029238e-03 -3.33379465e-03 -3.82246543e-03 -2.30463105e-03
 -3.69762140e-03  1.57937093e-03 -3.44409258e-04  2.17375462e-03
 -1.26895064e-03 -1.13475218e-03  1.21332624e-03  5.30187460e-03
  2.76492606e-03 -6.56598771e-04  2.03978550e-03  3.15321586e-03
 -2.03022268e-03  3.70206591e-03  4.92465962e-03  3.02713108e-03
 -2.40157635e-04 -4.99195745e-03  1.31162629e-03 -2.70268973e-03]"
aids,challenges and opportunities with at-home blood collection for hiv-1 viral load monitoring among sexual minoritized men who use stimulants.,https://pubmed.ncbi.nlm.nih.gov/39126558/,"[-4.2974697e-03  1.9772381e-03  3.8916609e-04 -1.4696914e-03
 -9.5732609e-04 -5.5608135e-03 -7.2151030e-05  6.5163742e-03
 -1.5103089e-03 -3.1819728e-03 -1.0069358e-03 -4.7501884e-03
 -1.4729664e-04  1.4966587e-03 -4.5833192e-04 -4.0218770e-03
  2.2019634e-03 -2.6763522e-03  9.0730842e-05 -5.9180544e-03
  9.4341498e-04 -7.6887611e-04  2.5428922e-03 -3.4720090e-03
 -1.7492659e-03 -8.0611215e-05 -3.3218174e-03 -5.5804041e-05
 -2.1970742e-03  1.3358366e-03  5.8426321e-03 -5.2389369e-04
  5.8944972e-04 -5.7959431e-03 -1.8548925e-03  3.5755560e-03
  2.7188187e-04 -1.5917699e-03 -2.3882121e-03 -4.8166588e-03
  8.5114216e-04 -2.1423921e-03 -2.0065100e-03 -1.7555229e-03
  2.2120059e-03 -2.5767395e-03 -2.5084857e-03 -9.8467292e-04
  8.3428808e-04  2.3178661e-03  1.4819063e-03 -4.9192593e-03
 -1.8853783e-03  2.9938610e-03 -1.2391239e-03  2.1137709e-03
  5.3463741e-03 -6.7551213e-04 -3.3011017e-03 -6.9969200e-04
 -3.3225617e-04 -1.4793919e-04  2.1674552e-03 -3.8826920e-04
 -3.3167016e-03  3.7237143e-03 -3.2237376e-04  2.0924499e-03
 -4.6410775e-03  3.8980590e-03  5.9053375e-05  3.8998339e-03
  5.4727504e-03 -6.7616167e-04  1.1847215e-03 -1.5431531e-03
  8.6308183e-04  8.3226064e-04 -2.5128047e-03  6.9555000e-04
 -2.3294194e-03  5.2877929e-04 -1.2702750e-03  2.5247023e-03
  1.0509604e-03 -3.5565589e-03  4.8205728e-04  3.4741689e-03
  1.5751377e-03  2.9065262e-03  4.0977472e-03  1.5148291e-03
  1.4299381e-04  7.0126337e-04  5.4144664e-03  2.5893918e-03
  2.7176423e-03 -3.8523118e-03  1.8636547e-03 -2.9686184e-04]"
aids,weighing the options: which prep (pre-exposure prophylaxis) modality attributes influence choice for young gay and bisexual men in the united states? ,https://pubmed.ncbi.nlm.nih.gov/39126557/,"[-1.5280183e-03  2.9468802e-03 -1.4692670e-03  4.0739477e-03
 -2.6221524e-03 -3.6915338e-03  3.8244384e-03  4.9896389e-03
 -4.0843198e-03 -6.2320498e-04  6.7760464e-04 -4.4706115e-03
 -9.9217426e-04  2.9205573e-03  1.4362989e-04 -1.7578307e-03
  3.8006564e-03 -3.1846430e-04 -1.2726935e-03 -2.6487301e-03
  2.6430464e-03 -2.5111537e-03  3.4883586e-03 -3.3494553e-03
  6.5645429e-05  5.3905911e-04 -1.7904923e-03 -4.8800692e-05
 -4.6068653e-03 -6.8616355e-04  2.9230171e-03  1.8437606e-03
 -8.7866712e-05 -4.0927879e-03  8.0436090e-05  1.7637410e-03
  8.6071482e-04 -1.6390035e-03 -7.0469239e-04 -3.7481089e-03
  1.6816587e-03 -2.8289822e-03 -1.6517334e-03  2.4215586e-03
  2.9757721e-03  4.9601804e-04 -3.1129415e-03 -1.5250448e-03
  2.8545249e-03 -2.4471362e-03 -6.6556834e-04 -3.0487645e-03
 -3.4176905e-04  3.8464848e-04 -2.9123848e-04  1.2307613e-04
  2.7525462e-03 -4.6871998e-04 -3.4630536e-03  4.0046990e-04
  1.7348189e-03 -1.5292717e-03 -9.7664248e-04  4.2428958e-04
 -2.8938372e-03  2.9136750e-03  6.4751069e-04  3.3607571e-03
 -3.3471514e-03  1.3167808e-03 -1.9242632e-03  2.8926029e-03
  4.7097672e-03 -1.4767719e-03  3.9427439e-03  1.7766816e-03
 -9.0819667e-04  7.0615747e-04  1.3521647e-04 -1.8084307e-03
 -1.0637308e-03 -1.5075868e-03 -1.5647610e-03  2.9427300e-03
 -1.1406172e-03 -1.8993309e-03  3.4484416e-03  8.6091663e-04
  2.2965368e-04  2.3501439e-03  4.7926935e-03  1.3704590e-03
  1.0392853e-03  5.0799438e-04  4.9044765e-03  1.0881616e-03
  2.2207717e-03 -1.2017685e-03  1.0415961e-03 -7.6934164e-05]"
aids,future acceptance of automated insulin delivery systems in youths with type 1 diabetes: validation of the italian artificial pancreas-acceptance measure. ,https://pubmed.ncbi.nlm.nih.gov/39126517/,"[-3.8653947e-03  2.0071685e-03 -1.6293135e-03  6.4809108e-04
  2.7337618e-04 -3.2020159e-04  4.7570202e-04  5.9825256e-03
 -4.6308539e-03  1.8934160e-04 -7.7270000e-04 -4.6929470e-03
 -1.4928372e-03  3.9909384e-04  1.2250965e-03 -4.9967403e-03
  2.7638122e-03  1.1354034e-03 -1.1800106e-03 -4.5104828e-03
  1.9480276e-03  1.4131156e-03  2.5212872e-03 -3.5997521e-04
  9.9466997e-04 -1.0336133e-03  1.9158097e-04  9.7632559e-04
 -3.8321447e-03  7.5191131e-04  3.4162700e-03 -6.9304697e-05
  2.3666751e-03 -3.0334021e-03 -2.2327018e-03  2.8442726e-03
  9.0511097e-04 -2.1474438e-03  7.3876069e-04 -1.8971931e-03
 -8.6680410e-04  1.1072094e-03 -2.5396056e-03  1.4552129e-03
  2.3250952e-03  3.6222028e-04 -9.5151347e-04 -8.1141351e-04
  2.3318841e-03  1.2064046e-03  1.6949654e-03  2.0205393e-06
 -2.1279822e-03  6.6371729e-05 -2.7028935e-03  6.5682526e-04
  1.5984410e-03 -2.1363902e-03 -1.6022220e-03  8.9869136e-04
 -3.9180584e-04  7.0219114e-04  7.1601680e-04  3.2591599e-04
 -2.9830462e-03  1.6670169e-03  1.4551627e-04  2.1215784e-03
 -5.2224128e-03  2.4298695e-03  1.7763401e-03  4.9907444e-03
  5.4653836e-03  3.3298245e-04  9.3238999e-04  2.4678255e-03
  1.9584184e-03  2.3509430e-04 -1.8417428e-03 -1.7812913e-03
 -1.0465750e-03 -1.5210700e-03 -1.1067713e-03  2.2737258e-03
  1.8501496e-03 -2.0721820e-03  2.2135635e-03  2.2449507e-03
  1.6287770e-03  2.9170755e-03  2.2182565e-03  2.8378896e-03
  3.9051864e-03 -1.7878136e-03  5.4435274e-03  3.7319963e-03
  2.6564763e-03 -2.7917083e-03 -3.6441645e-04 -8.4693229e-04]"
aids,biom2: biologically informed multi-stage machine learning for phenotype prediction using omics data. ,https://pubmed.ncbi.nlm.nih.gov/39126426/,"[ 1.55755540e-03  3.03151575e-03  1.66688825e-03  2.49626552e-04
  3.54125467e-03 -4.23579331e-04  1.03299727e-03 -4.48600535e-04
 -8.61619134e-04 -2.19947635e-03 -7.11959321e-04 -1.62386801e-03
 -2.79480446e-04  2.06426645e-04 -1.83147471e-03 -5.87729330e-04
 -6.42616244e-04 -6.64603256e-04  3.48341069e-04 -4.09890199e-05
  2.20969538e-04 -1.57739595e-03 -5.99291408e-04  7.84199045e-04
  3.08422861e-03 -6.29100075e-04 -4.09418065e-03  1.37784824e-04
  1.35294383e-03  1.32813037e-03  1.71673857e-03  5.05993096e-03
 -3.13203689e-03 -2.03023967e-03  3.47337365e-04  1.41249830e-03
  7.04703620e-04 -1.72581652e-03 -3.48652340e-03 -3.41678876e-03
 -1.72671935e-04 -1.53937296e-03 -7.27000413e-04  1.70403824e-03
  1.35134719e-03  1.35822070e-03 -6.00796705e-03 -1.18011748e-03
 -5.11557620e-04  2.08766642e-03  1.41118455e-03 -3.46421450e-03
  1.59491436e-04 -1.20429473e-03 -3.05324816e-03 -1.06535305e-03
 -1.47419004e-03 -4.79920680e-04 -9.24854947e-04 -2.48077791e-03
  4.13863407e-03 -5.31388621e-04 -2.25953083e-03 -9.15653014e-04
 -3.20212479e-04  7.45759520e-04 -2.36165547e-03  2.09992309e-03
 -2.42504850e-03 -1.96566083e-03 -3.30750667e-03  1.84637669e-03
  5.41525893e-04  1.22085819e-03  2.34119059e-03 -1.53137569e-03
 -3.85226449e-04  7.97422603e-04 -1.25666510e-03  1.67998474e-03
  1.88141654e-03 -1.58206478e-03 -1.94609712e-03  9.42384184e-04
 -3.07726697e-03 -1.12705864e-04 -8.86736903e-04 -1.02482001e-04
 -1.78066315e-04  1.02976116e-03  2.27120146e-03  1.80025201e-03
 -1.44365150e-03 -3.70790600e-03  4.73392336e-03  7.34100409e-04
  2.26668827e-03 -3.13736685e-03 -1.26816842e-04 -5.11757971e-04]"
aids,"emotional prosodic expression of children with hearing aids or cochlear implants, rated by adults and peers. ",https://pubmed.ncbi.nlm.nih.gov/39126382/,"[-4.0376764e-03  2.3579395e-03 -1.4209697e-03 -1.5872431e-03
 -6.3318107e-04 -3.5080919e-03  2.2336554e-03  4.4312966e-03
 -2.0158372e-03 -4.0476462e-03 -2.7800701e-03 -2.7163336e-03
 -1.5292986e-04 -1.3090852e-03  8.0248486e-05 -4.3752179e-03
  1.3414139e-03 -1.3473772e-03 -1.5629183e-03 -3.7732213e-03
  2.3420239e-03 -1.8410524e-03  7.2422024e-04 -3.1640853e-03
  1.3231584e-03 -1.3892539e-04 -2.8705916e-03 -2.3910213e-06
 -2.1434401e-03 -4.3691508e-04  4.4280579e-03 -1.3065862e-04
 -1.8666091e-04 -2.5074254e-04  6.5130484e-04  2.6770039e-03
  1.4459221e-03  1.7723138e-04  2.2727193e-03 -2.0204403e-03
 -8.4976316e-04 -1.4872027e-03 -2.0322027e-03  3.2506387e-03
  1.7924022e-03 -7.5346761e-05 -2.5053201e-03 -8.3155275e-05
  6.8567187e-04 -9.6719770e-05  1.7362614e-03 -4.0490371e-03
 -8.6868217e-04 -2.1867107e-03 -2.6937246e-03  1.7282825e-03
  3.8719284e-03 -2.0986472e-03 -1.9069046e-03  1.0047038e-03
  1.0703633e-03  4.6632849e-04  1.4349258e-03 -1.6676518e-03
 -3.5855491e-03  4.6865884e-03  1.3392783e-03  2.9095018e-03
 -3.8608643e-03  4.6290266e-03  1.2131325e-03  2.8720065e-03
  5.1303934e-03  1.4659201e-03  1.6853476e-03  1.9048604e-03
 -1.7119444e-04 -1.3249980e-03 -2.4496678e-03  6.3690002e-04
 -2.4472084e-03 -1.9279181e-03 -1.7333721e-03  8.3373312e-04
  1.7075447e-03 -2.2332005e-03 -5.7508412e-04  2.3191446e-03
  2.7059307e-03  4.3951368e-04  2.6523548e-03  1.9720453e-03
  1.7752477e-03 -5.5426371e-04  2.8638311e-03  2.7769178e-03
  2.7464617e-03 -2.2327290e-03  1.9001840e-03 -1.6034388e-03]"
aids,network analysis to prioritize issues for intervention to improve the health-related quality of life of people with hiv in spain. ,https://pubmed.ncbi.nlm.nih.gov/39126315/,"[-3.3494714e-03  3.6056242e-03 -2.4540578e-03  1.3123609e-03
  8.8759360e-04 -4.4230213e-03  1.2770107e-03  7.0576579e-03
 -6.2707365e-03 -3.6842332e-03  7.3203008e-04 -6.0020173e-03
 -4.5940623e-04  1.3508688e-03 -1.0924972e-05 -3.6224530e-03
  4.2656455e-03 -2.1216280e-03 -2.4051706e-03 -9.2507722e-03
  3.2474201e-03  2.1485239e-03  1.4211122e-03 -3.5251013e-03
 -6.0549378e-04 -1.1068290e-03 -4.6017258e-03  1.5324094e-04
 -6.2534995e-03 -3.0094100e-04  5.1850667e-03 -1.6717703e-04
 -1.0281469e-03 -3.5722260e-03 -2.3884270e-03  3.3596568e-03
 -7.4119971e-04 -2.5093829e-04 -2.7035484e-03 -4.6011126e-03
  1.6630348e-03 -4.2206398e-03 -2.4612709e-03  1.8368367e-03
  3.8331333e-03 -2.9198179e-04 -3.8414751e-03 -1.0799484e-03
  3.4565583e-03  4.2035556e-03  1.5560349e-03 -3.2318314e-03
 -1.5473639e-03 -4.4370978e-04 -2.5762352e-03 -4.3723854e-04
  2.0532277e-03 -4.5005758e-03 -4.9517537e-03  1.2869808e-03
  1.3271043e-03  4.4506075e-04  2.6416893e-03 -1.0393288e-03
 -3.5940490e-03  3.4543169e-03 -4.2396606e-04  2.6580098e-03
 -5.2175438e-03  3.0819988e-03 -1.2351938e-04  3.8553351e-03
  3.6539901e-03 -1.7971685e-03  2.2543676e-03  2.4833221e-03
  3.2045427e-03  1.1361153e-03 -2.4577449e-03 -4.4482676e-04
 -3.8936858e-03 -2.8138387e-03 -3.2045548e-03  4.3309345e-03
 -9.8022749e-04 -3.0963481e-03 -6.0127513e-05  1.7720128e-03
  5.2527115e-03  1.8095265e-03  1.7092756e-03  4.4749812e-03
 -3.1123508e-04  1.3076700e-03  9.4769485e-03  3.0748588e-03
  1.6679065e-03 -3.2450377e-03  3.6013592e-03 -9.0336334e-04]"
aids,prospects for liquid biopsy approaches in lymphomas.                                                 ,https://pubmed.ncbi.nlm.nih.gov/39126310/,"[ 1.5208042e-03  9.2130981e-04 -8.7984285e-04 -2.7260308e-03
 -3.5692290e-03 -3.2777612e-03  4.6037170e-03  3.0143324e-03
 -2.9954500e-03  5.2354421e-04  1.9579064e-03 -1.4686169e-03
  1.1413684e-04  4.0938272e-03  1.0471545e-03 -1.9458017e-03
  2.4573556e-03 -2.1486951e-03 -3.2952081e-03 -4.4262884e-03
  4.5563392e-03  1.2490964e-03  6.8138582e-03  2.3386204e-03
 -1.0134254e-03  6.7142770e-04 -1.1794322e-04  3.6423428e-03
 -2.0079047e-03  4.1760391e-04  4.2208382e-03  4.1276971e-03
  1.1814923e-03 -4.3929792e-03 -6.1445762e-03  2.8664325e-03
 -9.4853499e-04 -3.6776061e-03 -2.8502229e-03 -7.9972800e-03
 -7.8076037e-04 -4.4246498e-03 -2.7667095e-03 -1.0748127e-05
  3.9247363e-03 -7.9717801e-04 -5.8238111e-03  5.6971388e-04
  2.1248106e-03  2.7959596e-03 -2.9267701e-03  1.6677409e-03
 -3.8853113e-03  1.7628252e-03  7.3426362e-04 -1.3982111e-03
  2.6687302e-03 -5.1455018e-03 -3.3598891e-03 -2.1482652e-04
  1.0744483e-03  2.8186405e-04  8.5349166e-04 -7.8483176e-04
 -4.0093563e-03  2.0904397e-03  2.5535729e-03 -5.4017111e-04
 -2.2841024e-03  1.9092284e-03  1.8052874e-03  2.4764929e-03
  1.0988173e-03 -2.9080210e-03  6.5066665e-03 -1.8407200e-03
  1.2371186e-03  2.4285933e-03 -9.4423717e-04  3.8424993e-04
 -2.7897724e-04  4.5915338e-04  3.0267175e-04  1.9269969e-03
 -2.5103327e-03 -3.8396667e-03 -6.7637721e-04  2.6341944e-03
  1.3969168e-03  1.7729668e-03  1.4520261e-03  4.0544011e-03
 -1.7530961e-03  1.5450650e-03  3.2368682e-03  2.1754338e-03
 -7.0433848e-04 -3.7116262e-03 -3.3902536e-05  1.8512103e-03]"
aids,the impact of stigma on self-management behavior among people with hiv in china: the role of social support and self-esteem. ,https://pubmed.ncbi.nlm.nih.gov/39126267/,"[-3.2749977e-03  5.3784936e-03  5.3833070e-04 -4.2166226e-04
  5.0855213e-04 -4.4537443e-03  1.5397010e-03  8.3382223e-03
 -4.8573152e-03 -4.2076209e-03 -1.7712755e-03 -6.2286351e-03
 -1.3231647e-03  7.0954842e-04  4.8747816e-04 -3.6662407e-03
  3.8259500e-03 -2.6978529e-03 -2.2449847e-03 -6.2008169e-03
  1.1288861e-03  4.4883258e-04  3.6772820e-03 -1.5754796e-03
 -8.0400781e-04 -8.5552072e-04 -4.3110251e-03  3.1304819e-04
 -6.8026134e-03  1.6400479e-03  4.6954714e-03 -2.8785442e-03
  6.7443808e-04 -5.8157425e-03 -1.2596021e-03  1.2907560e-03
  5.0097093e-04 -2.7395359e-03 -3.3169384e-03 -4.6786987e-03
  1.7451511e-03 -2.9058899e-03 -4.9847388e-03  4.8036599e-03
  2.5423048e-03 -2.1697758e-03 -3.6462247e-03 -1.6828891e-03
  1.6839942e-03  2.7047391e-03  1.3679687e-03 -2.7835448e-03
 -3.0925070e-04 -2.5631324e-03 -2.1397527e-03 -1.7707639e-03
  4.7436198e-03 -2.9091223e-03 -3.4160852e-03  1.1793618e-03
  7.1522919e-04 -1.6679270e-04  2.2618139e-04 -2.1593939e-04
 -5.1691285e-03  4.6115834e-03  6.6435215e-04  4.3775579e-03
 -5.7976516e-03  4.1008815e-03 -1.0688158e-03  5.3749816e-03
  6.3157440e-03 -3.2877381e-04  4.7026179e-03  3.4547113e-03
  2.2203750e-03  3.7030346e-04 -1.7919220e-03 -1.6683083e-03
 -5.1903706e-03 -4.7183660e-04  1.8923340e-04  2.7781760e-03
 -1.8058743e-03 -2.4827751e-03  1.2547551e-03  2.4147541e-03
  4.3077744e-03  1.0479377e-03  3.3444953e-03  3.0592734e-03
 -6.8956506e-05  8.0335623e-04  8.3519453e-03  3.7734243e-03
  9.6983026e-04 -3.7706762e-03 -4.1207150e-04 -1.2547867e-03]"
aids,sports supplement consumption in 316 federated female road cyclists.                                 ,https://pubmed.ncbi.nlm.nih.gov/39125442/,"[-3.4123331e-03 -1.7245491e-03  2.5497219e-03 -7.9362548e-04
 -2.6216681e-04 -4.2829923e-03 -2.8775452e-04  5.0763716e-03
  1.8000773e-04 -5.6697107e-03  6.1330968e-04 -3.1092784e-03
  1.0744804e-03 -3.3746992e-06  1.1377469e-04  3.7319431e-04
  4.3639475e-03 -1.8707780e-03 -4.3851156e-03 -1.9195849e-03
  5.1072417e-03 -1.2110376e-03  1.1999527e-03 -5.5038347e-04
  5.4286586e-05 -4.1160728e-03  1.5184509e-03  4.1071647e-03
 -3.5883731e-03 -1.0120895e-03  5.9443171e-04  3.1719012e-03
  1.6502026e-03 -5.4814521e-04  9.6906029e-04  1.5722314e-03
  5.1392487e-04  1.8530288e-03 -2.8215423e-03 -2.7498021e-03
 -1.2114932e-03 -3.8592496e-03 -4.1686418e-03 -1.6357440e-04
  1.0191570e-03 -5.8627967e-04 -4.5770141e-03 -5.1368499e-04
  2.4634942e-03  4.2606820e-03 -1.3516481e-03 -3.4756532e-03
  3.7224902e-04  6.2463793e-04  1.0983098e-03  2.1583487e-03
 -1.4200080e-03 -9.3753263e-04 -1.8642566e-03  2.2465963e-04
 -1.8968170e-03 -4.7517940e-04 -8.2666636e-04  2.7474109e-04
  9.9108474e-05  6.8404252e-04  1.6638040e-04  6.1073183e-04
 -1.6084095e-05  5.9224735e-04  1.4007783e-03  5.3491518e-03
  5.5824575e-04 -1.1209532e-03  3.8449755e-03  2.5480336e-03
 -9.6397009e-04  1.0866532e-03 -1.0534960e-03 -6.8848621e-04
  1.0164884e-03 -4.2845149e-04  1.3510215e-03  2.1950048e-03
  6.6656328e-04  2.2683438e-04 -3.3075234e-04  1.9922517e-03
  2.2479678e-03  3.0318943e-03 -3.6480831e-04 -3.7907451e-04
  3.4111205e-03 -2.5862490e-03  2.5272639e-03  4.1019907e-03
 -2.7698972e-03 -1.0843346e-03  3.3090049e-03  2.5831633e-03]"
aids,the risk of malnutrition and sarcopenia in elderly people living with hiv during the covid-19 pandemic. ,https://pubmed.ncbi.nlm.nih.gov/39125419/,"[-4.9961968e-03  4.5093722e-03 -2.0259256e-03 -7.4163848e-04
  4.3217617e-05 -5.6522302e-03  3.7771121e-03  8.9235520e-03
 -4.2660842e-03 -2.0770344e-03 -1.4078575e-03 -8.3297845e-03
 -1.8253949e-03 -5.2406813e-04  9.7928755e-04 -3.9530923e-03
  3.1099122e-03 -2.0443059e-03 -2.5856884e-03 -5.4502822e-03
  3.4764304e-03  2.7924048e-05  5.6333807e-03 -3.2779111e-03
 -1.9242753e-03 -1.0097994e-03 -6.2855124e-03 -1.2494228e-03
 -6.2231245e-03  1.1751056e-03  4.1456991e-03  9.5433561e-04
  3.5065770e-04 -8.4799407e-03 -2.5253927e-03  4.7843670e-03
  1.3628408e-04 -4.9612386e-04 -3.1486144e-03 -5.0917882e-03
  7.1571855e-04 -5.5286177e-03 -2.2027080e-03  4.1843513e-03
  4.5544757e-03 -1.3957117e-03 -3.2277012e-03 -3.1866860e-03
  2.3233304e-03  3.1161313e-03  3.0591099e-03 -1.7772741e-03
 -4.8443058e-04 -1.1404074e-03 -1.6617898e-03 -1.4770776e-03
  3.2331354e-03 -4.0074876e-03 -3.6049879e-03  5.1506003e-04
  1.1355333e-03 -1.6406515e-03 -1.2493267e-04  4.8615987e-04
 -2.9287764e-03  5.9994427e-03  2.2732718e-03  6.0352781e-03
 -3.5789842e-03  3.6665907e-03 -1.7918708e-03  3.6550143e-03
  7.3164701e-03  1.5898019e-03  3.2827738e-03  3.7999249e-03
  3.0429251e-03  1.0177123e-03  1.0655457e-03 -1.6841821e-03
 -6.1470442e-03 -1.5589327e-03 -1.0175619e-03  2.6541958e-03
 -3.8396596e-05 -4.0745232e-03  3.3743796e-03  5.1320666e-03
  3.3765619e-03  7.7801116e-04  4.6371170e-03  2.1166322e-03
  1.5031744e-03 -1.4599690e-03  8.3736097e-03  5.5949455e-03
  1.5503230e-03 -2.2712825e-03  5.3777848e-04 -1.0522797e-03]"
